metric,count,mean_ms,median_ms,p95_ms,min_ms,max_ms,stdev_ms
total_e2e_ms,30.0,549.6,536.0,670.05,441.0,846.0,85.22206287106644
adapter_publish_ms,30.0,9.066666666666666,8.5,11.549999999999997,7.0,21.0,2.5452231571200645
adapter_wait_reply_ms,30.0,123.83333333333333,116.0,221.49999999999997,31.0,310.0,70.14029454985365
adapter_async_ms,30.0,416.3333333333333,398.5,531.25,335.0,547.0,55.412144401082664
adapter_chain_submit_ms,30.0,318.9,313.0,421.94999999999993,264.0,432.0,45.664707567676146
adapter_db_save_ms,30.0,8.2,5.0,30.299999999999983,4.0,34.0,8.19756061276768
leader_verify_ms,30.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.3790490217894517
leader_election_msg_build_ms,30.0,0.26666666666666666,0.0,1.0,0.0,1.0,0.44977644510880366
leader_election_kafka_send_ms,30.0,0.5333333333333333,0.0,1.5499999999999972,0.0,2.0,0.6288102248298566
leader_election_total_ms,30.0,0.8666666666666667,1.0,2.0,0.0,3.0,0.7760791522613609
leader_reply_to_setup_wait_ms,30.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.4794633014853842
leader_setup_invoke_ms,30.0,0.9333333333333333,1.0,1.0,0.0,2.0,0.3651483716701107
leader_pre_consensus_ms,30.0,1.8333333333333333,2.0,3.0,1.0,3.0,0.8339078479367937
leader_init_ms,30.0,0.03333333333333333,0.0,0.0,0.0,1.0,0.18257418583505536
leader_broadcast_send_ms,30.0,0.5333333333333333,1.0,1.0,0.0,1.0,0.5074162634049248
leader_consensus_total_ms,30.0,117.86666666666666,111.0,215.95,24.0,303.0,70.08356260298441
leader_es_queue_before_http_ms,30.0,1.2,1.0,2.0,1.0,2.0,0.4068381021724862
leader_es_http_ms,30.0,2.9,3.0,4.549999999999997,2.0,5.0,0.844862771962569
leader_es_body_read_ms,30.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.3790490217894517
leader_es_json_parse_ms,30.0,0.1,0.0,1.0,0.0,1.0,0.30512857662936466
leader_es_finalize_ms,30.0,47.333333333333336,14.5,195.95,11.0,205.0,61.72091431895525
leader_es_total_ms,30.0,51.7,18.0,201.29999999999998,15.0,209.0,61.814042596071694
leader_reply_after_es_ms,30.0,3.0,0.0,1.0,0.0,86.0,15.67998944404993
leader_wait_threshold_ms,30.0,38.56666666666667,21.5,107.64999999999999,17.0,213.0,43.69303845231415
leader_aggregate_ms,30.0,0.03333333333333333,0.0,0.0,0.0,1.0,0.18257418583505536
leader_agg_broadcast_roundtrip_ms,7.0,13.571428571428571,2.0,60.099999999999945,1.0,85.0,31.500566888323046
leader_commit_build_send_ms,7.0,0.14285714285714285,0.0,0.6999999999999993,0.0,1.0,0.37796447300922725
leader_commit_wait_ms,30.0,0.1,0.0,1.0,0.0,1.0,0.30512857662936466
leader_reply_kafka_ms,30.0,18.4,1.0,95.0,0.0,96.0,35.638607504048
leader_post_threshold_ms,30.0,79.3,88.5,189.2,5.0,201.0,58.29245529935745
all_nodes_es_total_avg_ms,30.0,35.31666666666667,18.375,115.19999999999996,14.5,156.0,35.33521329850118
all_nodes_es_total_min_ms,30.0,21.766666666666666,16.0,60.24999999999979,14.0,105.0,21.21756483367647
all_nodes_es_total_max_ms,30.0,55.766666666666666,21.0,201.29999999999998,16.0,209.0,61.75071315144987
all_nodes_es_queue_avg_ms,30.0,1.05,1.0,1.3874999999999993,0.5,1.5,0.2117252611449483
all_nodes_es_http_avg_ms,30.0,3.0083333333333333,3.0,3.6374999999999993,2.25,3.75,0.40195284792376207
worker_node_count,30.0,4.0,4.0,4.0,4.0,4.0,0.0
