metric,count,mean_ms,median_ms,p95_ms,min_ms,max_ms,stdev_ms
total_e2e_ms,30.0,598.2666666666667,589.5,833.3999999999999,412.0,863.0,116.27106656232337
adapter_publish_ms,30.0,7.633333333333334,7.0,9.549999999999997,6.0,12.0,1.2726115785600323
adapter_wait_reply_ms,30.0,123.93333333333334,119.0,216.1,34.0,316.0,61.11206965462112
adapter_async_ms,30.0,466.1333333333333,458.0,623.8,358.0,646.0,84.4032738919419
adapter_chain_submit_ms,30.0,367.7,321.0,505.39999999999986,287.0,530.0,75.75147659878685
adapter_db_save_ms,30.0,6.133333333333334,5.0,11.399999999999977,4.0,24.0,3.883948695755953
leader_verify_ms,30.0,0.1,0.0,1.0,0.0,1.0,0.30512857662936466
leader_election_msg_build_ms,30.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.4794633014853842
leader_election_kafka_send_ms,30.0,0.8333333333333334,1.0,2.0,0.0,2.0,0.7914775938769179
leader_election_total_ms,30.0,1.2333333333333334,1.0,3.0,0.0,3.0,0.8976341829703132
leader_reply_to_setup_wait_ms,30.0,0.36666666666666664,0.0,1.0,0.0,6.0,1.1290317283753195
leader_setup_invoke_ms,30.0,0.9333333333333333,1.0,1.5499999999999972,0.0,2.0,0.4497764451088036
leader_pre_consensus_ms,30.0,2.1,2.0,3.549999999999997,1.0,7.0,1.295882072114429
leader_init_ms,30.0,0.2,0.0,1.0,0.0,1.0,0.4068381021724863
leader_broadcast_send_ms,30.0,0.5333333333333333,0.5,1.0,0.0,2.0,0.5713464637233658
leader_consensus_total_ms,30.0,114.73333333333333,112.5,208.64999999999998,28.0,309.0,58.530824966545346
leader_es_queue_before_http_ms,30.0,0.9666666666666667,1.0,1.0,0.0,2.0,0.31984191497474596
leader_es_http_ms,30.0,3.5,3.0,5.099999999999994,2.0,14.0,2.239919949308534
leader_es_body_read_ms,30.0,0.23333333333333334,0.0,1.0,0.0,1.0,0.4301830671520763
leader_es_json_parse_ms,30.0,0.16666666666666666,0.0,1.0,0.0,1.0,0.3790490217894517
leader_es_finalize_ms,30.0,25.366666666666667,13.5,101.0,9.0,103.0,30.08892949509702
leader_es_total_ms,30.0,30.233333333333334,19.0,105.55,13.0,108.0,30.11207036404497
leader_reply_after_es_ms,30.0,0.4666666666666667,0.0,1.0,0.0,8.0,1.4793599112881344
leader_wait_threshold_ms,30.0,21.7,21.5,24.549999999999997,18.0,32.0,2.6149437918400387
leader_aggregate_ms,30.0,0.03333333333333333,0.0,0.0,0.0,1.0,0.18257418583505536
leader_agg_broadcast_roundtrip_ms,6.0,18.666666666666668,3.0,72.0,2.0,93.0,36.51118550070193
leader_commit_build_send_ms,6.0,0.5,0.5,1.0,0.0,1.0,0.5477225575051661
leader_commit_wait_ms,30.0,0.03333333333333333,0.0,0.0,0.0,1.0,0.18257418583505536
leader_reply_kafka_ms,30.0,27.933333333333334,1.5,96.55,0.0,197.0,49.04321341030984
leader_post_threshold_ms,30.0,93.03333333333333,90.0,187.84999999999997,6.0,290.0,58.53232725027541
all_nodes_es_total_avg_ms,30.0,66.1,28.75,160.975,17.0,166.0,61.885212497510814
all_nodes_es_total_min_ms,30.0,15.6,16.0,17.549999999999997,13.0,18.0,1.2757688689165259
all_nodes_es_total_max_ms,30.0,380.73333333333335,102.0,1064.35,21.0,1078.0,477.11091266969123
all_nodes_es_queue_avg_ms,30.0,1.1416666666666666,1.0,1.875,0.625,3.0,0.43640050675824216
all_nodes_es_http_avg_ms,30.0,46.55,3.875,134.575,2.25,136.0,61.307780627888015
worker_node_count,30.0,8.0,8.0,8.0,8.0,8.0,0.0
